,cell.ID,nucleus.x,nucleus.y,CD4.score.normalized,CK.score.normalized,CD3.score.normalized,CD56.score.normalized,CD8.score.normalized,FOXP3.score.normalized,tissue.type
25,281,13812.81,36377.02,0.0,0.29,0.0,0.0,0.0,0.11,stroma
26,282,13794.46,36404.51,1.78,1.1,0.0,0.23,0.0,0.28,stroma
27,283,13846.04,36169.81,0.0,2.18,0.14,0.02,0.82,0.24,stroma
28,284,13846.39,36337.87,1.14,0.0,0.1,0.0,0.33,0.0,stroma
29,285,13830.65,36188.12,0.0,0.4,0.23,0.16,0.0,0.25,stroma
30,287,13821.36,36489.61,0.0,0.39,0.0,0.05,0.17,0.18,stroma
31,288,13851.78,36291.23,1.02,1.11,0.8,0.21,0.11,0.72,tumor
32,289,13789.51,36422.23,0.0,0.38,0.42,0.1,0.0,0.22,stroma
33,290,13834.23,36211.36,0.62,0.08,0.84,0.12,0.47,0.1,stroma
34,291,13850.29,36282.2,0.0,0.86,0.46,0.0,0.51,0.3,stroma
35,292,13839.6,36198.74,0.31,0.61,0.4,0.03,0.0,0.07,stroma
36,306,14418.91,35231.58,0.85,0.0,0.24,0.12,0.15,0.12,stroma
37,307,14432.95,35266.28,0.0,2.42,0.14,0.3,0.0,0.17,stroma
38,309,14446.84,35239.4,1.03,0.61,0.38,0.38,0.0,0.15,stroma
39,310,14439.83,35264.52,0.79,0.21,0.26,0.0,0.11,0.14,stroma
40,313,14449.09,35252.74,0.66,0.13,1.24,0.13,0.18,0.97,stroma
41,315,14451.64,35256.82,1.76,0.35,1.6,0.39,0.0,0.19,stroma
42,321,14442.08,35283.55,0.3,0.58,0.0,0.31,0.1,0.26,stroma
43,322,14426.53,35272.65,0.14,0.73,0.15,0.23,0.32,0.0,stroma
44,323,14446.17,35264.84,1.99,0.69,1.97,0.49,0.1,0.15,stroma
45,324,14435.52,35239.31,0.4,0.1,0.89,0.0,0.0,0.21,stroma
46,325,14429.43,35251.2,0.3,0.27,0.0,0.14,0.0,0.16,stroma
47,328,14448.21,35231.24,1.02,0.2,0.0,0.25,0.27,0.14,stroma
48,329,14446.12,35227.57,0.27,0.2,0.78,0.12,0.0,0.41,stroma
49,330,14379.53,35509.44,0.39,1.12,0.99,0.31,0.0,0.14,stroma
50,331,14122.46,35790.94,1.48,0.0,2.36,0.45,0.0,0.18,stroma
51,332,14388.26,35613.6,0.05,0.29,0.19,0.29,0.05,0.29,stroma
52,333,14372.21,35857.12,0.0,0.64,0.44,0.17,0.28,0.36,stroma
53,334,14280.7,35526.82,0.89,1.21,0.26,0.24,0.18,0.25,tumor
54,335,14133.65,35681.44,0.0,0.0,0.0,0.15,0.62,0.04,stroma
55,336,14313.67,35576.36,3.52,0.55,1.22,0.83,0.13,0.33,stroma
56,337,14435.65,35396.69,0.66,0.25,0.86,0.15,1.11,0.18,stroma
57,338,14425.01,35437.7,1.54,0.22,1.21,0.19,0.68,0.35,stroma
58,339,14171.54,35880.68,0.0,0.0,0.0,0.15,0.32,0.11,stroma
59,340,14441.96,35894.66,0.0,0.1,0.0,0.33,0.0,0.2,stroma
60,341,13957.93,35909.49,1.21,0.3,0.97,0.0,0.0,0.11,stroma
61,342,14325.86,35476.01,0.89,0.78,0.27,0.42,0.13,0.13,stroma
62,343,14216.16,35773.18,0.89,0.49,0.22,0.49,1.31,0.04,stroma
63,344,14450.36,35868.92,0.34,0.0,0.36,0.0,0.44,0.0,stroma
64,345,14238.96,35767.04,2.38,0.44,1.27,0.68,0.0,0.15,stroma
65,346,14051.82,35879.23,0.56,0.2,0.46,0.02,0.0,0.03,stroma
66,347,14187.32,35659.77,1.49,0.47,1.1,0.4,0.19,0.35,stroma
67,348,14210.45,35837.0,1.05,0.53,0.83,0.38,1.7,0.26,stroma
68,349,14352.99,35621.35,0.68,0.02,0.63,0.22,0.02,0.17,stroma
69,350,14007.99,35914.54,2.68,0.79,3.01,0.71,0.0,0.36,stroma
70,351,14247.46,35658.65,0.97,0.29,1.26,0.51,0.84,0.25,stroma
71,352,14428.25,35782.96,0.72,0.21,0.27,0.1,0.0,0.18,stroma
72,353,14068.31,35794.06,1.53,0.76,2.6,0.51,0.41,0.29,stroma
73,354,14380.93,35611.07,2.59,0.16,2.63,0.3,0.85,0.3,stroma
74,355,14066.43,35812.95,0.43,0.27,2.51,0.09,0.17,0.33,stroma
75,356,14338.32,35709.64,1.16,0.24,1.87,0.47,0.04,0.11,stroma
76,357,14087.5,35698.15,0.65,0.05,0.24,0.18,0.16,0.29,stroma
77,358,14017.77,35909.88,1.0,0.55,3.06,0.38,0.12,0.21,stroma
78,359,14291.02,35712.0,1.72,0.31,1.85,0.47,0.0,0.2,stroma
79,360,14139.78,35858.18,1.87,1.32,0.43,0.61,1.05,0.24,stroma
80,361,14201.65,35659.42,1.24,0.46,2.69,0.25,1.55,0.38,stroma
81,362,14246.97,35755.81,3.68,0.2,2.1,0.84,0.65,0.3,stroma
82,363,14087.33,35877.97,0.3,0.37,0.63,0.09,0.71,0.12,stroma
83,364,14113.24,35806.59,0.61,0.43,2.49,0.3,0.0,0.21,stroma
84,365,14239.45,35811.26,3.21,3.52,2.16,0.42,0.88,0.15,tumor
85,366,14125.53,35826.66,0.57,0.31,0.73,0.11,0.11,0.35,stroma
86,367,14348.86,35664.55,1.7,0.44,1.47,0.62,0.0,0.29,stroma
87,368,14447.15,35462.25,0.0,2.61,0.58,0.39,0.44,0.17,tumor
88,369,14361.55,35897.14,0.42,0.2,0.0,0.19,0.11,0.22,stroma
89,370,14395.02,35890.54,0.35,0.77,0.0,0.28,0.34,0.1,stroma
90,371,14174.74,35861.56,0.35,0.19,0.61,0.3,0.12,0.59,stroma
91,372,14365.13,35594.59,1.51,0.28,1.35,0.13,0.44,0.27,stroma
92,373,14307.91,35904.04,0.15,0.38,3.1,0.58,0.11,0.33,stroma
93,374,14270.56,35721.35,0.37,0.39,1.18,0.05,0.25,0.14,stroma
94,375,14239.05,35864.53,1.86,0.57,2.38,0.58,0.0,0.28,stroma
95,376,14249.84,35702.44,0.49,0.32,1.69,0.34,2.55,0.24,stroma
96,377,14215.29,35849.05,1.85,0.33,1.31,0.59,0.12,0.18,stroma
97,378,14341.35,35690.51,0.98,0.18,3.13,0.4,0.0,0.42,stroma
98,379,14260.78,35740.5,1.01,0.04,1.68,0.31,0.0,0.29,stroma
99,380,14388.99,35399.95,0.0,0.46,0.0,0.19,0.0,0.04,stroma
100,381,14278.61,35539.07,1.4,1.33,1.69,0.15,0.92,0.07,tumor
101,382,14410.9,35839.34,0.48,0.13,0.0,0.06,0.66,0.08,stroma
102,383,14385.26,35569.37,1.65,0.44,1.22,0.56,0.35,0.3,stroma
103,384,14419.76,35849.97,0.25,0.0,0.0,0.2,0.0,0.0,stroma
104,385,14365.09,35685.96,1.49,0.0,1.65,0.63,0.19,6.05,stroma
105,386,14246.97,35635.06,1.06,0.06,6.96,0.32,0.76,0.44,stroma
106,387,13973.27,35865.94,1.17,0.49,0.27,0.12,0.0,0.16,stroma
107,388,14015.1,35785.93,0.32,0.33,0.75,0.0,0.4,0.16,stroma
108,389,14426.4,35665.92,1.23,0.14,1.0,0.26,0.0,0.28,stroma
109,390,14417.31,35728.67,0.2,0.25,0.75,0.02,0.11,0.21,stroma
110,391,14026.38,35843.97,0.0,0.61,0.06,0.15,0.0,0.11,stroma
111,392,14180.2,35861.37,0.85,0.53,1.62,0.16,1.39,0.06,stroma
112,393,14346.42,35735.28,1.87,0.99,2.12,0.33,0.0,2.59,stroma
113,394,14333.62,35573.47,2.05,0.17,0.0,0.48,0.0,0.15,stroma
114,395,14388.94,35667.65,0.83,0.02,0.67,0.21,0.25,0.13,stroma
115,396,14282.65,35896.64,1.36,0.11,1.05,0.34,0.41,0.35,stroma
116,397,14426.19,35361.7,1.37,0.18,0.34,0.17,0.3,0.0,stroma
117,398,14021.42,35844.38,0.87,0.77,0.45,0.13,0.0,0.27,stroma
118,399,14291.53,35867.94,0.85,0.19,0.0,0.25,0.63,0.26,stroma
119,400,14307.04,35658.4,0.92,0.09,0.65,0.31,0.0,0.06,stroma
120,401,14441.41,35527.72,1.22,0.3,1.43,0.37,0.04,0.11,stroma
121,402,14293.07,35506.13,1.47,0.91,3.37,0.72,1.37,0.45,stroma
122,403,14311.01,35827.6,0.0,1.22,0.96,0.29,1.5,0.24,tumor
123,404,14124.46,35807.2,1.4,0.27,1.19,0.31,0.09,0.22,stroma
124,405,14330.78,35582.21,2.08,0.46,0.06,0.34,0.0,0.23,stroma
125,406,14289.82,35511.26,0.08,1.18,0.12,0.32,0.0,0.06,tumor
126,407,14246.84,35613.16,1.43,0.26,2.87,0.43,0.64,0.33,stroma
127,408,14318.4,35575.84,1.26,1.27,0.3,0.13,0.86,0.23,stroma
128,409,14134.79,35838.87,0.15,0.39,3.03,0.3,0.19,0.16,stroma
129,410,14221.91,35797.85,1.92,2.41,0.15,0.27,0.05,0.14,tumor
130,411,14180.45,35675.67,2.52,0.84,2.02,0.63,3.53,0.42,stroma
131,412,14327.57,35496.65,2.96,0.5,2.38,0.62,0.08,0.32,stroma
132,413,14063.5,35685.68,0.09,0.5,0.78,0.0,0.72,0.19,stroma
133,414,14337.32,35717.15,0.18,0.23,0.0,0.0,0.35,0.03,stroma
134,415,14141.57,35864.9,1.08,0.86,1.83,0.61,3.23,0.38,stroma
135,416,14299.7,35645.96,1.04,0.09,1.46,0.48,0.08,3.4,stroma
136,417,14265.58,35784.73,1.07,0.45,1.83,0.41,2.69,0.32,stroma
137,418,14445.06,35812.33,2.19,0.3,1.26,0.29,0.0,0.3,stroma
138,419,13969.24,35869.25,0.6,0.81,0.35,0.22,0.21,0.18,stroma
139,420,14278.57,35699.67,0.95,0.31,1.84,0.47,1.03,0.22,stroma
140,421,14296.61,35485.24,0.29,1.13,0.68,0.07,0.0,0.29,tumor
141,422,14278.1,35914.41,0.0,0.32,0.0,0.43,0.6,0.22,stroma
142,423,14319.31,35728.93,1.83,0.22,1.34,0.46,0.36,0.11,stroma
143,424,14422.77,35622.55,1.5,0.67,0.86,0.4,0.37,0.24,stroma
144,425,14320.86,35498.33,1.52,0.86,3.33,0.51,0.94,0.12,stroma
145,426,14140.02,35824.5,1.13,0.22,2.05,0.31,0.67,0.18,stroma
146,427,14381.62,35701.31,0.6,0.06,0.41,0.4,0.92,0.15,stroma
147,428,14217.21,35788.87,2.19,2.61,0.0,0.53,0.34,0.22,tumor
148,429,14298.51,35632.14,1.07,0.09,0.72,0.36,0.0,0.16,stroma
149,430,14425.43,35772.67,1.04,0.08,0.0,0.18,0.77,0.02,stroma
150,431,14393.05,35493.16,0.24,0.24,0.0,0.07,0.66,0.11,stroma
151,432,14333.5,35635.18,2.02,0.27,0.25,0.48,0.0,0.13,stroma
152,433,14387.82,35438.59,0.95,0.41,0.53,0.28,0.28,0.26,stroma
153,434,14418.86,35696.21,0.76,4.06,0.13,0.8,0.25,0.3,tumor
154,435,14379.27,35653.01,0.95,0.35,0.21,0.49,0.15,0.15,stroma
155,436,14418.2,35903.4,0.0,0.21,0.0,0.06,0.0,0.0,stroma
156,437,14430.15,35740.69,1.35,0.48,0.75,0.17,0.66,0.3,stroma
157,438,14115.65,35652.48,0.04,0.45,0.8,0.35,1.36,0.11,stroma
158,439,14297.73,35912.39,1.21,0.21,1.81,0.29,0.0,0.21,stroma
159,440,14216.19,35693.52,1.1,0.16,1.24,0.31,0.26,0.06,stroma
160,441,14374.35,35476.46,1.42,0.31,2.06,0.59,2.18,0.13,stroma
161,442,13989.57,35883.35,1.19,0.0,1.94,0.17,0.58,0.11,stroma
162,443,14244.36,35712.31,1.35,0.21,0.96,0.57,0.79,0.08,stroma
163,444,14439.48,35679.29,4.54,3.82,1.42,0.9,0.62,0.41,tumor
164,445,14302.22,35641.3,0.97,0.55,2.04,0.41,0.26,0.3,stroma
165,446,14410.02,35488.83,0.2,0.18,0.31,0.17,0.78,0.25,stroma
166,447,14150.25,35897.32,0.0,4.24,0.31,0.49,0.0,0.25,stroma
167,448,14407.02,35681.83,0.24,0.45,0.0,0.04,0.0,0.03,stroma
168,449,14140.1,35876.89,1.16,0.6,1.33,0.53,0.89,0.37,stroma
169,450,14390.12,35485.46,2.26,0.2,0.0,0.32,0.0,0.17,stroma
170,451,14271.54,35631.43,1.22,0.01,2.59,0.29,0.0,0.24,stroma
171,452,14078.79,35912.32,0.41,0.0,0.2,0.19,0.57,0.12,stroma
172,453,14166.91,35788.43,0.58,0.17,0.0,0.16,0.0,0.0,stroma
173,454,14348.58,35673.23,1.34,0.92,0.94,0.44,0.2,0.29,stroma
174,455,14441.66,35409.78,0.91,0.24,0.38,0.2,2.44,0.14,stroma
175,456,14247.18,35672.19,2.8,0.21,1.75,0.57,0.87,0.19,stroma
176,457,14364.42,35436.09,0.99,0.48,0.74,0.23,0.74,0.02,stroma
177,458,14176.93,35655.79,2.28,0.42,1.56,0.33,1.04,0.33,stroma
178,459,14105.67,35839.58,1.09,0.52,0.7,0.27,0.1,0.09,stroma
179,460,14365.28,35600.85,0.0,0.03,0.38,0.34,1.11,0.3,stroma
180,461,14111.03,35814.21,1.05,0.16,1.84,0.52,1.21,0.36,stroma
181,462,14069.33,35768.26,1.12,0.24,0.0,0.16,0.0,0.03,stroma
182,463,14386.42,35404.51,0.0,3.08,0.44,0.22,0.0,0.09,tumor
183,464,14226.17,35826.9,0.86,0.09,0.88,0.63,0.41,0.13,stroma
184,465,14286.92,35812.91,1.91,3.01,0.83,0.79,0.84,0.45,tumor
185,466,14385.95,35672.26,1.93,0.09,0.51,0.09,0.62,0.2,stroma
186,467,14404.45,35588.59,2.4,0.62,1.65,0.5,0.0,0.34,stroma
187,468,14298.82,35855.73,0.49,1.5,0.0,0.35,0.0,0.3,tumor
188,469,14427.45,35409.84,1.3,0.4,1.19,0.57,0.18,0.12,stroma
189,470,14094.23,35808.55,0.79,0.0,1.32,0.28,0.13,5.25,stroma
190,471,14127.99,35747.82,0.0,0.1,0.97,0.0,0.24,0.17,stroma
191,472,14282.27,35723.18,1.95,0.36,0.0,0.47,0.24,0.16,stroma
192,473,13944.45,35914.17,0.0,0.24,0.21,0.0,0.0,0.04,stroma
193,474,14197.72,35855.0,1.54,0.05,0.51,0.36,0.13,0.13,stroma
194,475,14253.01,35901.66,0.44,0.77,0.83,0.44,0.54,0.18,stroma
195,476,14344.77,35704.63,1.56,0.35,0.0,0.29,0.1,0.05,stroma
196,477,14384.32,35485.61,1.15,0.37,0.65,0.25,0.03,0.12,stroma
197,478,14223.48,35775.5,0.07,0.26,0.64,0.59,0.57,0.23,stroma
198,479,14419.98,35409.49,0.69,0.25,0.53,0.21,0.44,0.16,stroma
199,480,14137.51,35787.48,1.17,0.29,1.1,0.53,0.0,0.26,stroma
200,481,13963.82,35875.03,0.4,0.67,0.97,0.18,0.34,0.26,stroma
201,482,14360.66,35715.91,0.19,0.25,0.06,0.23,0.28,0.04,stroma
202,483,14226.33,35738.3,1.64,0.0,1.46,0.59,0.0,0.61,stroma
203,484,14217.93,35590.33,0.0,0.23,0.0,0.34,0.62,0.24,stroma
204,485,14152.21,35876.05,1.38,0.29,0.95,0.3,0.25,0.28,stroma
205,486,14411.22,35616.31,0.84,0.16,0.45,0.42,0.04,0.32,stroma
206,487,14278.59,35497.89,0.56,2.04,0.49,0.16,0.0,0.12,tumor
207,488,14160.84,35862.08,1.41,0.47,2.09,0.24,0.59,0.3,stroma
208,489,14108.66,35840.44,0.13,0.35,1.37,0.19,0.45,0.13,stroma
209,490,14241.38,35910.88,0.53,3.59,0.49,0.2,0.53,0.11,tumor
210,491,14057.85,35882.75,1.35,0.61,1.01,0.68,0.77,0.09,stroma
211,492,14277.03,35820.15,2.89,0.49,0.31,0.69,0.0,0.26,stroma
212,493,14200.5,35671.38,0.4,2.77,0.11,0.26,0.28,0.27,tumor
213,494,14143.8,35681.27,2.27,0.18,2.71,0.74,0.0,0.23,stroma
214,495,14386.6,35729.43,1.69,0.37,1.25,1.04,0.0,8.61,stroma
215,496,13993.08,35890.46,0.05,0.23,0.5,0.14,0.33,0.13,stroma
216,497,14418.15,35436.29,0.83,0.16,2.12,0.14,0.0,0.28,stroma
217,498,14443.89,35687.99,1.11,1.45,1.31,0.66,1.02,0.32,tumor
218,499,14067.57,35848.94,0.63,0.14,0.28,0.09,0.0,0.1,stroma
219,500,14269.49,35759.01,1.47,0.17,1.3,0.13,0.97,0.21,stroma
220,501,14447.58,35675.88,1.02,5.19,0.54,0.31,0.0,0.35,tumor
221,502,14067.87,35836.56,1.51,0.37,1.27,0.17,0.68,0.4,stroma
222,503,14059.25,35824.2,0.86,3.18,0.94,0.49,0.0,0.24,stroma
223,504,14296.0,35527.07,1.04,1.05,1.01,0.29,0.1,0.23,stroma
224,505,14443.54,35581.58,0.82,2.31,0.0,0.67,2.8,0.28,stroma
225,506,14091.72,35810.51,0.48,0.42,0.0,0.0,0.84,0.15,stroma
226,507,14344.8,35492.52,0.45,0.5,0.11,0.25,0.74,0.09,stroma
227,508,14386.48,35812.61,0.45,0.0,0.27,0.0,0.79,0.03,stroma
228,509,14247.88,35870.51,1.83,0.41,2.54,0.32,0.0,0.38,stroma
229,510,14413.28,35516.98,0.38,1.85,1.18,0.3,1.24,0.85,tumor
230,511,14423.25,35378.18,1.08,0.07,0.61,0.25,0.29,0.33,stroma
231,512,14371.27,35484.87,1.16,0.42,1.43,0.38,0.58,0.3,stroma
232,513,13960.25,35904.45,0.67,0.73,0.0,0.24,0.33,0.16,stroma
233,514,14250.74,35828.91,1.45,0.33,1.01,0.48,0.69,0.17,stroma
234,515,14326.93,35675.44,0.8,0.24,0.67,0.27,0.0,0.12,stroma
235,516,14450.8,35423.89,0.25,0.21,1.99,0.3,0.13,0.17,stroma
236,517,14413.77,35558.24,0.48,0.35,0.0,0.32,0.0,0.17,stroma
237,518,14304.81,35693.43,1.08,0.14,1.04,0.36,0.4,0.42,stroma
238,519,14376.13,35898.42,0.0,0.38,0.47,0.11,0.0,0.2,stroma
239,520,14230.26,35635.35,1.54,0.52,2.45,0.53,0.61,0.19,stroma
240,521,14121.4,35833.5,1.06,0.26,1.75,0.27,0.59,0.23,stroma
241,522,14402.58,35527.81,0.0,2.84,0.1,0.3,1.11,0.17,tumor
242,523,14298.68,35836.59,0.75,1.48,0.53,1.33,0.0,0.21,tumor
243,524,13977.7,35846.53,0.76,0.52,0.51,0.33,0.76,0.35,stroma
244,525,14193.21,35837.54,1.76,0.04,1.21,0.15,0.0,0.2,stroma
245,526,14145.75,35825.92,2.32,0.0,2.57,0.35,0.38,0.18,stroma
246,527,14376.55,35620.21,0.42,0.28,0.05,0.16,0.0,0.0,stroma
247,528,14245.24,35635.32,2.42,0.0,2.33,0.32,0.96,0.22,stroma
248,529,14231.13,35705.62,1.92,0.1,0.76,0.38,0.0,0.29,stroma
249,530,14395.7,35582.31,4.07,3.14,0.33,0.59,0.2,0.28,stroma
250,531,14335.56,35667.33,1.62,0.22,2.2,0.5,0.33,3.12,stroma
251,532,14335.82,35624.9,0.87,0.22,0.0,0.4,0.57,0.16,stroma
252,533,14065.84,35892.05,0.76,0.48,0.0,0.26,0.0,0.19,stroma
253,534,14204.38,35797.48,0.0,0.26,2.13,0.23,1.63,0.11,stroma
254,535,14281.24,35895.18,1.74,0.48,0.78,0.57,0.11,0.26,stroma
255,536,13957.72,35883.29,0.66,0.73,0.17,0.02,0.12,0.21,stroma
256,537,14328.6,35851.07,0.64,0.33,0.0,0.15,0.52,0.23,stroma
257,538,14123.32,35630.26,0.66,0.12,0.42,0.16,0.33,0.11,stroma
258,539,14190.12,35790.56,1.5,0.1,0.0,0.08,0.58,0.16,stroma
259,540,14140.03,35763.17,1.24,0.1,0.0,0.12,0.46,0.21,stroma
260,541,14339.66,35733.96,0.0,0.62,0.15,0.08,0.0,0.15,stroma
261,542,14443.12,35798.4,0.99,0.0,0.88,0.52,1.12,0.22,stroma
262,543,14385.15,35529.21,0.0,3.06,0.0,0.0,0.0,0.01,tumor
263,544,14096.12,35793.85,1.49,0.4,2.74,0.37,0.8,0.36,stroma
264,545,14070.1,35870.37,1.96,0.36,0.99,0.46,0.0,0.17,stroma
265,546,14257.22,35779.51,0.36,0.61,1.98,0.52,0.99,0.28,stroma
266,547,14040.27,35883.26,0.0,0.39,0.83,0.33,0.06,0.22,stroma
267,548,14390.33,35708.31,0.71,1.05,0.34,0.35,0.0,0.22,stroma
268,549,14130.52,35701.65,0.28,0.18,2.79,0.3,1.3,0.17,stroma
269,550,14433.22,35547.16,2.85,0.05,2.96,0.46,0.0,0.16,stroma
270,551,14061.21,35864.48,0.54,0.2,1.78,0.24,0.0,0.37,stroma
271,552,14301.35,35556.29,0.0,0.44,0.3,0.19,0.43,0.0,stroma
272,553,14348.55,35540.15,1.92,0.24,0.48,0.24,0.0,0.14,stroma
273,554,14314.83,35594.7,3.57,0.49,0.08,0.58,0.0,0.14,stroma
274,555,14367.22,35651.72,0.47,0.31,3.8,0.46,0.48,0.33,stroma
275,556,14229.98,35643.82,2.24,0.62,1.85,0.7,0.0,0.19,stroma
276,557,14350.73,35815.09,0.0,0.04,0.33,0.0,0.0,0.01,stroma
277,558,14388.97,35497.75,0.0,0.1,0.18,0.1,0.0,0.02,stroma
278,559,14417.02,35598.99,1.07,0.41,0.31,0.25,0.0,0.22,stroma
279,560,14355.25,35621.83,0.92,0.0,1.71,0.2,0.07,0.07,stroma
280,561,13994.32,35812.41,0.0,0.0,0.38,0.0,0.0,0.43,stroma
281,562,14245.92,35726.45,1.0,0.3,1.53,0.43,0.42,0.25,stroma
282,563,14379.73,35861.66,0.23,0.99,0.23,0.33,1.17,0.15,stroma
283,564,14257.07,35894.47,2.19,0.42,1.81,0.51,1.36,7.54,stroma
284,565,14341.83,35922.21,0.02,0.14,0.0,0.02,0.17,0.06,stroma
285,566,14294.47,35799.51,0.47,1.75,1.33,0.93,0.0,0.29,tumor
286,567,14251.59,35571.86,0.0,0.1,0.0,0.07,0.57,0.11,stroma
287,568,14313.68,35671.66,1.76,0.35,0.94,0.22,0.0,0.08,stroma
288,569,14019.69,35861.73,1.02,0.41,1.18,0.36,0.0,0.12,stroma
289,570,14319.73,35840.18,1.34,0.67,1.54,0.33,0.54,0.25,stroma
290,571,14306.39,35668.4,0.74,0.61,0.5,0.12,0.01,0.13,stroma
291,572,13997.19,35870.93,1.61,0.08,0.0,1.17,0.0,0.18,stroma
292,573,14428.0,35478.35,2.11,2.3,1.14,0.35,0.77,0.25,tumor
293,574,13997.19,35854.12,2.09,0.6,0.32,0.52,0.0,0.15,stroma
294,575,14121.13,35849.72,0.31,0.29,0.0,0.18,0.03,0.07,stroma
295,576,14139.53,35644.31,0.36,0.49,0.17,0.18,0.0,0.13,stroma
296,577,14362.71,35733.39,2.39,0.35,1.55,0.3,0.39,0.67,stroma
297,578,14338.6,35597.21,1.22,0.13,0.86,0.39,0.84,0.11,stroma
298,579,14072.22,35737.44,1.23,0.03,1.08,0.37,0.78,0.18,stroma
299,580,14194.51,35790.94,0.27,0.12,1.99,0.4,2.1,0.2,stroma
300,581,14265.27,35679.19,0.38,0.04,0.63,0.44,0.65,0.23,stroma
301,582,14267.9,35733.95,0.69,0.09,1.5,0.39,0.26,0.25,stroma
302,583,14217.49,35607.38,0.89,0.53,0.0,0.07,0.2,0.11,stroma
303,584,14284.06,35746.64,1.76,0.37,2.53,0.82,0.2,0.33,stroma
304,585,14283.77,35771.79,1.98,0.0,2.25,0.48,0.0,3.35,stroma
305,586,14331.87,35643.9,1.09,0.51,2.92,0.84,0.48,0.29,stroma
306,587,14422.02,35524.48,1.7,2.55,0.08,0.14,0.0,0.1,tumor
307,588,14078.19,35855.49,0.38,0.22,0.0,0.12,0.8,0.13,stroma
308,589,14271.22,35680.48,0.67,0.6,1.11,0.72,0.63,0.16,stroma
309,590,14410.63,35655.5,0.92,0.13,0.26,0.23,0.0,0.27,stroma
310,591,14278.28,35669.66,2.23,0.36,1.83,0.38,0.0,0.28,stroma
311,592,14339.24,35601.1,2.08,0.32,2.72,0.35,2.34,0.28,stroma
312,593,14272.59,35611.87,1.29,0.13,1.25,0.48,0.05,0.1,stroma
313,594,14279.87,35551.66,0.0,0.5,0.33,0.26,1.09,0.3,stroma
314,595,13950.29,35882.89,1.06,0.33,0.07,0.18,0.0,0.09,stroma
315,596,14284.91,35775.84,2.54,0.68,1.35,0.34,0.25,0.17,stroma
316,597,14396.31,35405.65,0.54,3.48,0.07,0.3,0.0,0.2,tumor
317,598,14351.89,35488.56,2.29,0.31,1.44,0.32,0.0,0.19,stroma
318,599,14038.39,35900.58,0.72,0.47,1.37,0.22,0.31,0.25,stroma
319,600,14419.62,35748.18,0.3,0.1,0.17,0.29,0.24,0.08,stroma
320,601,14249.53,35616.05,1.07,0.09,2.03,0.31,0.21,0.13,stroma
321,602,14406.35,35907.54,0.07,0.04,0.0,0.14,0.0,0.07,stroma
322,603,14200.96,35638.54,1.82,0.0,2.34,0.56,1.05,0.04,stroma
323,604,14389.85,35724.03,0.55,0.65,0.14,0.41,0.29,0.22,stroma
324,605,14213.31,35711.63,2.46,0.39,1.29,0.8,0.31,0.29,stroma
325,606,14403.31,35609.2,0.0,0.07,0.51,0.22,0.35,0.19,stroma
326,607,14325.18,35775.38,0.96,1.23,0.51,0.19,0.34,0.2,stroma
327,608,14314.62,35667.68,1.31,0.43,1.84,0.34,0.07,0.09,stroma
328,609,14438.73,35599.48,0.01,0.38,1.17,0.5,4.95,0.35,stroma
