,cell.ID,nucleus.x,nucleus.y,PD1.score.normalized,CK.score.normalized,Ki67.score.normalized,GB.score.normalized,CD8.score.normalized,PDL1.score.normalized,tissue.type
38,48,10232.29,43517.65,0.0,2.97,0.0,0.13,0.52,0.15,tumor
39,49,10104.81,43254.08,0.0,2.63,0.01,0.3,0.32,0.15,tumor
40,50,10058.97,43255.7,0.44,3.22,2.45,0.27,0.0,0.1,tumor
41,51,10248.45,43528.55,0.3,3.22,0.02,0.35,0.17,0.21,tumor
42,52,10187.21,43487.28,0.0,1.06,1.72,0.46,0.06,0.11,tumor
43,53,10102.14,43266.26,0.0,2.62,0.3,0.1,0.24,0.06,tumor
44,54,10198.89,43561.23,0.0,4.55,0.0,0.36,0.0,0.21,tumor
45,55,10072.8,43447.74,0.17,1.98,0.91,0.16,0.08,0.11,tumor
46,56,10208.69,43570.33,0.12,3.38,0.0,0.33,0.35,0.09,tumor
47,57,10188.1,43518.2,0.0,2.56,0.05,0.23,0.0,0.14,tumor
48,58,10140.44,43262.95,0.02,3.22,0.74,0.21,0.0,0.16,tumor
49,59,10115.46,43281.09,0.0,1.91,0.0,0.17,0.0,0.04,tumor
50,60,10247.33,43644.42,0.0,4.13,0.0,0.34,0.24,0.09,tumor
51,61,10216.73,43441.69,0.3,2.92,0.11,0.22,0.0,0.12,tumor
52,62,10014.76,43437.62,0.35,1.26,0.01,0.48,0.0,0.1,tumor
53,63,10082.89,43259.68,0.0,1.85,0.1,0.42,0.11,0.04,tumor
54,64,10222.03,43493.0,0.18,3.24,0.63,0.28,0.0,0.12,tumor
55,65,10197.44,43519.11,0.18,2.6,2.96,0.16,0.16,0.17,tumor
56,66,9970.77,43404.23,0.65,3.3,0.16,0.25,0.0,0.08,tumor
57,67,10212.03,43490.65,0.0,2.39,4.33,0.43,0.0,0.24,tumor
58,68,10070.04,43397.9,0.05,6.0,1.0,0.58,0.81,0.22,tumor
59,69,10197.07,43550.73,0.24,3.0,0.01,0.45,0.01,0.09,tumor
60,70,10241.89,43515.49,0.0,4.23,0.0,0.4,0.0,0.17,tumor
61,71,10150.99,43267.47,0.36,2.56,0.45,0.23,0.0,0.12,tumor
62,72,10205.65,43537.0,0.19,3.07,0.0,0.15,0.07,0.12,tumor
63,73,10146.44,43268.76,0.0,2.48,0.19,0.25,0.01,0.13,tumor
64,74,10026.67,43443.34,0.17,5.37,0.63,0.69,0.0,0.18,tumor
65,75,10005.3,43375.81,0.58,4.96,0.0,0.3,0.43,0.15,tumor
66,76,9948.82,43384.84,0.0,3.01,0.0,0.2,0.49,0.09,tumor
67,77,10241.88,43465.73,0.0,2.35,0.0,0.28,0.08,0.11,tumor
68,79,10217.58,43526.38,0.0,3.09,0.22,0.22,0.17,0.11,tumor
69,80,10201.02,43507.12,0.42,2.31,0.09,0.0,0.22,0.11,tumor
70,81,10080.71,43402.95,0.22,4.71,0.0,0.46,0.19,0.21,tumor
71,82,10190.62,43281.42,0.0,3.23,0.11,0.17,0.0,0.1,tumor
72,83,10183.64,43490.2,0.08,2.78,0.61,0.43,0.0,0.17,tumor
73,84,10074.28,43420.24,0.0,5.15,0.22,0.49,0.32,0.17,tumor
74,85,9966.25,43400.63,0.2,2.91,0.18,0.23,0.0,0.05,tumor
75,86,10197.56,43522.47,0.0,2.83,2.93,0.26,0.0,0.12,tumor
76,87,10245.46,43448.45,0.0,3.77,0.16,0.26,0.0,0.12,tumor
77,88,9976.52,43395.27,0.36,2.63,4.07,0.25,0.22,0.29,tumor
78,89,9942.22,43409.83,0.39,2.82,0.0,0.23,0.15,0.1,tumor
79,91,9996.66,43373.25,0.17,3.83,1.48,0.41,0.0,0.2,tumor
80,92,10140.59,43260.23,0.2,2.43,0.28,0.17,0.39,0.08,tumor
81,93,10243.06,43462.02,0.7,2.73,0.13,0.21,0.0,0.11,tumor
82,94,10012.52,43436.3,0.27,0.77,0.11,0.47,0.06,0.13,stroma
83,95,10212.9,43514.59,0.08,2.47,0.0,0.23,0.0,0.13,tumor
84,96,10229.73,43536.2,0.0,2.74,0.0,0.33,0.32,0.12,tumor
85,97,10207.99,43509.08,0.23,2.91,0.07,0.2,0.01,0.1,tumor
86,98,10241.89,43648.61,0.0,3.72,0.01,0.34,0.11,0.08,tumor
87,99,10180.69,43500.06,0.16,3.11,3.35,0.27,0.46,0.16,tumor
88,101,10226.15,43469.96,0.03,1.81,4.0,0.26,0.0,0.15,tumor
89,102,9973.7,43371.77,0.0,2.69,0.13,0.26,0.14,0.12,tumor
90,103,10300.03,44225.51,0.08,3.35,0.0,0.25,0.0,0.06,tumor
91,104,10111.87,44247.66,0.0,3.06,1.26,0.33,0.0,0.13,tumor
92,105,10093.6,44097.42,0.17,4.79,0.1,0.19,0.4,0.14,tumor
93,106,10154.58,44271.59,0.12,0.95,0.0,0.1,0.0,0.05,stroma
94,107,10058.16,43925.81,0.0,2.87,0.03,0.34,0.0,0.07,tumor
95,109,10189.71,43895.2,0.22,2.94,0.13,0.1,0.0,0.06,tumor
96,110,10305.2,44227.05,0.27,4.71,0.0,0.4,0.1,0.16,tumor
97,111,10272.06,44250.87,0.18,2.93,0.12,0.38,0.0,0.1,tumor
98,112,10071.01,43964.69,0.29,4.1,0.96,0.48,0.0,0.23,tumor
99,113,10048.75,43967.15,0.04,2.47,0.58,0.14,0.06,0.07,tumor
100,114,9963.14,43906.31,0.0,3.03,0.1,0.38,0.15,0.11,tumor
101,115,9950.0,43920.01,0.91,2.14,0.0,0.34,0.0,0.09,tumor
102,116,10278.04,44207.14,0.62,1.76,1.46,0.15,0.0,0.17,tumor
103,117,10242.58,43879.97,0.06,2.44,0.0,0.42,0.09,0.08,tumor
104,118,10087.54,44086.3,0.22,5.03,0.49,0.35,0.0,0.11,tumor
105,119,10081.35,44110.08,0.05,4.82,0.03,0.26,0.17,0.19,tumor
106,120,10107.29,44091.5,0.15,5.94,0.54,0.51,0.0,0.25,tumor
107,121,10248.6,44272.93,0.13,1.73,1.46,0.29,0.45,0.18,tumor
108,122,10327.43,43969.48,0.1,5.83,0.0,0.54,0.13,0.18,tumor
109,123,10088.08,44127.66,0.0,2.21,0.13,0.22,0.0,0.08,tumor
110,124,10326.62,43985.15,0.47,5.39,0.0,0.46,0.2,0.21,tumor
111,125,10100.93,44132.15,0.0,1.84,0.0,0.33,0.25,0.11,tumor
112,126,10039.47,43943.32,0.0,1.99,0.0,0.19,0.23,0.1,tumor
113,127,10141.71,44109.75,0.19,2.31,0.09,0.18,0.05,0.11,tumor
114,128,10148.23,44118.5,0.25,1.79,1.02,0.3,0.44,0.11,tumor
115,129,10095.16,44084.9,0.0,4.8,8.12,0.64,0.5,0.68,tumor
116,130,10234.83,43864.16,0.12,3.32,0.0,0.61,0.16,0.19,tumor
117,131,10052.05,43956.04,0.12,2.18,0.0,0.23,0.0,0.04,tumor
118,132,10329.38,43988.55,0.0,3.55,0.08,0.34,0.14,0.11,tumor
119,133,10082.83,44113.77,0.0,5.12,2.24,0.36,0.34,0.21,tumor
120,134,10098.88,44291.52,0.0,0.8,0.0,0.03,0.55,0.02,stroma
121,135,10099.15,44039.62,0.0,1.74,0.0,0.33,0.12,0.16,tumor
122,136,10321.11,43973.26,0.0,4.22,0.12,0.31,0.0,0.09,tumor
123,137,10280.41,44254.75,0.0,2.67,0.07,0.28,0.0,0.1,tumor
124,138,10283.66,44216.73,0.47,3.92,0.0,0.4,0.24,0.18,tumor
125,139,10038.89,43925.74,0.0,2.28,0.22,0.23,0.36,0.16,tumor
126,140,10339.31,43968.43,0.12,0.36,0.21,0.12,0.26,0.07,tumor
127,141,9992.77,43922.73,0.0,2.46,0.03,0.27,0.05,0.06,tumor
128,142,10180.53,43879.48,0.0,4.12,0.02,0.29,0.08,0.18,tumor
129,145,9987.34,43921.56,0.0,1.97,0.0,0.33,0.35,0.11,tumor
130,147,10126.46,44052.04,0.14,0.5,0.13,0.07,0.0,0.02,tumor
131,148,10060.4,43970.91,0.0,1.99,3.11,0.4,0.4,0.25,tumor
132,149,10051.94,43943.5,0.25,1.95,0.1,0.13,0.0,0.13,tumor
133,150,10076.15,44099.68,0.04,3.91,0.0,0.44,0.04,0.16,tumor
134,151,9955.35,43894.95,0.0,2.77,0.22,0.15,0.0,0.12,tumor
135,152,10241.3,44295.86,0.0,1.34,0.0,0.12,0.0,0.0,tumor
136,153,10017.05,43906.56,0.49,4.15,0.13,0.45,0.0,0.09,tumor
137,154,10087.42,44121.18,0.46,5.19,1.53,0.56,0.38,0.31,tumor
138,155,10028.77,43965.82,0.27,1.76,0.0,0.09,0.0,0.0,tumor
139,156,10090.54,44068.22,0.19,4.46,5.19,0.68,0.72,0.35,tumor
140,157,10090.76,44126.24,0.13,4.93,0.02,0.4,0.0,0.13,tumor
141,158,10186.3,43886.55,0.0,2.63,0.0,0.29,0.32,0.09,tumor
142,159,10127.28,44105.06,0.19,2.58,3.36,0.32,0.0,0.31,tumor
143,160,10217.82,43867.3,0.0,3.32,0.22,0.22,0.01,0.09,tumor
144,161,10280.48,44245.17,0.1,2.81,0.0,0.35,0.22,0.11,tumor
145,162,9971.18,43922.07,0.06,2.0,0.79,0.04,0.0,0.05,tumor
146,163,10066.18,44090.53,0.0,2.59,0.33,0.48,0.08,0.14,tumor
147,164,10067.56,44123.82,0.3,3.52,1.97,0.47,0.0,0.25,tumor
148,165,10138.44,44102.65,0.48,2.62,4.68,0.31,0.3,0.26,tumor
149,166,10270.06,44258.53,0.17,0.24,0.03,0.03,0.0,0.02,tumor
150,167,10115.14,44114.86,0.09,2.26,0.22,0.35,0.15,0.12,tumor
151,168,10223.27,44241.04,0.29,2.61,0.1,0.38,0.31,0.0,tumor
152,169,9966.31,43951.96,0.0,0.78,0.0,0.13,0.16,0.14,tumor
153,170,10280.35,44218.96,0.13,2.31,0.0,0.17,0.0,0.08,tumor
154,171,10114.59,44084.17,0.15,4.42,3.97,0.48,0.44,0.39,tumor
155,172,10103.99,44133.98,0.36,3.26,0.02,0.38,0.2,0.04,tumor
156,173,10088.88,44104.14,0.12,4.34,0.08,0.26,0.22,0.17,tumor
157,174,10040.44,43915.86,0.22,2.89,0.0,0.2,0.08,0.11,tumor
158,175,10130.07,44098.39,0.53,3.39,2.75,0.6,0.27,0.25,tumor
159,176,10128.46,44047.48,0.0,0.12,0.24,0.05,0.0,0.06,tumor
160,178,10096.42,44096.56,0.61,6.64,0.0,0.43,0.0,0.33,tumor
161,179,10305.42,43962.94,0.49,3.94,0.0,0.37,0.1,0.06,tumor
162,180,10289.17,44242.98,0.07,1.95,0.07,0.34,0.25,0.13,tumor
163,181,9952.66,43949.38,0.05,3.26,0.01,0.34,0.0,0.12,tumor
164,182,10276.28,44246.05,0.56,3.12,0.05,0.32,0.0,0.14,tumor
165,183,10202.7,43879.0,0.19,3.02,0.18,0.26,0.12,0.08,tumor
166,184,10059.54,43930.56,0.0,2.57,0.17,0.25,0.11,0.03,tumor
167,185,10296.17,43972.65,0.0,3.19,0.0,0.35,0.83,0.16,tumor
168,186,9972.62,43910.68,0.0,3.95,0.0,0.27,0.01,0.11,tumor
169,187,10177.82,43867.7,0.0,0.94,0.09,0.31,0.24,0.11,tumor
170,188,10108.11,44265.31,0.0,2.67,0.28,0.12,0.0,0.11,tumor
171,190,10228.68,44237.97,0.0,1.77,0.07,0.26,0.13,0.1,tumor
172,191,10312.44,43979.59,0.0,2.78,0.16,0.28,0.0,0.14,tumor
173,192,10047.57,43923.5,0.0,3.63,0.0,0.32,0.0,0.12,tumor
174,193,10219.7,44268.27,0.23,0.89,0.0,0.22,0.02,0.11,tumor
175,194,9991.71,43952.97,0.09,2.6,0.55,0.33,0.19,0.07,tumor
176,195,10222.29,43875.9,0.47,3.14,0.2,0.19,0.06,0.12,tumor
177,196,10248.96,44286.45,0.2,2.57,0.0,0.24,0.01,0.08,tumor
178,197,10176.09,43870.27,0.0,3.14,0.48,0.27,0.22,0.09,tumor
179,198,10246.87,44265.5,0.0,2.59,0.09,0.4,0.13,0.09,tumor
180,199,10022.57,43910.65,0.49,3.19,3.92,0.31,0.0,0.16,tumor
181,201,10284.97,44272.51,0.05,2.39,0.11,0.31,0.0,0.14,tumor
182,202,9947.93,43934.01,0.0,2.38,0.0,0.21,0.31,0.12,tumor
183,203,9945.83,43905.49,0.34,3.0,0.07,0.39,0.0,0.17,tumor
184,204,10110.23,44011.13,0.01,0.55,0.04,0.06,0.0,0.06,tumor
185,205,10100.37,44111.16,0.08,5.91,5.23,0.45,0.47,0.3,tumor
186,206,10019.61,43990.33,0.0,2.62,0.0,0.27,0.13,0.02,tumor
187,207,10113.03,44111.89,0.17,1.9,0.09,0.31,0.17,0.06,tumor
188,208,10215.84,43873.11,0.0,4.74,0.05,0.38,0.0,0.15,tumor
189,209,10129.5,44268.06,0.45,2.61,0.56,0.21,0.17,0.02,tumor
190,210,10193.25,43908.03,0.46,2.74,0.41,0.41,0.15,0.15,tumor
191,212,10328.9,43965.65,0.0,7.18,0.0,0.54,0.17,0.18,tumor
192,213,10108.51,44111.79,0.41,2.04,0.14,0.47,0.0,0.05,tumor
193,214,10124.3,44253.52,0.01,3.15,0.04,0.31,0.0,0.09,tumor
194,215,10035.86,43944.45,0.33,2.13,0.0,0.15,0.0,0.03,tumor
195,216,10086.93,44129.38,0.18,3.15,0.0,0.3,0.27,0.09,tumor
196,217,10278.88,44297.1,0.0,1.48,0.28,0.04,0.22,0.06,tumor
197,218,10122.59,44124.5,0.22,0.77,0.0,0.41,0.0,0.1,tumor
198,219,10278.31,44280.22,0.0,2.74,0.0,0.37,0.18,0.14,tumor
199,220,10269.26,44262.72,0.08,2.57,0.0,0.04,0.23,0.09,tumor
200,221,10072.57,44285.92,0.23,0.51,0.1,0.02,0.0,0.05,stroma
201,222,10171.15,44284.15,0.38,0.31,0.1,0.2,0.0,0.06,stroma
202,223,10003.48,43977.24,0.3,1.78,0.64,0.14,0.0,0.17,tumor
203,224,10075.47,44078.38,0.23,2.78,0.14,0.12,0.38,0.09,tumor
204,225,10098.3,44255.88,0.04,1.89,0.0,0.09,0.0,0.06,tumor
205,228,10073.73,44066.93,0.71,2.61,2.23,0.54,0.57,0.17,tumor
206,229,10328.51,43981.45,0.59,3.26,0.15,0.27,0.0,0.12,tumor
207,230,10074.38,44118.12,0.96,5.03,1.49,0.25,0.0,0.13,tumor
208,231,10080.76,44110.21,0.32,4.42,0.09,0.21,0.11,0.18,tumor
209,232,10112.09,44105.83,0.13,7.42,0.06,0.4,0.0,0.22,tumor
210,233,10000.92,43942.1,0.52,2.34,0.11,0.11,0.0,0.09,tumor
211,234,10197.73,43876.55,0.0,1.99,0.0,0.28,0.07,0.05,tumor
212,235,10096.16,44259.11,0.0,0.49,0.12,0.07,0.36,0.0,stroma
213,236,10317.33,43958.86,0.21,1.85,0.07,0.44,0.3,0.18,tumor
214,237,10226.03,44256.63,0.17,2.86,0.09,0.31,0.0,0.09,tumor
215,238,9947.43,43899.71,0.0,2.75,0.0,0.21,0.52,0.07,tumor
216,239,10097.35,44105.0,0.0,6.0,2.8,0.5,0.19,0.28,tumor
217,240,10306.27,43976.8,0.24,3.47,0.0,0.26,0.22,0.1,tumor
218,243,10023.65,43907.64,0.65,3.66,0.13,0.26,0.24,0.15,tumor
219,245,10204.96,43876.92,0.0,3.26,0.01,0.24,0.0,0.07,tumor
220,246,10339.07,43971.45,0.17,0.67,0.32,0.22,0.01,0.0,tumor
221,247,9980.96,43919.47,0.08,2.33,0.0,0.35,0.0,0.09,tumor
222,248,10111.96,44095.45,0.0,6.69,2.67,0.72,0.61,0.23,tumor
223,249,10294.32,44249.39,0.12,1.51,0.04,0.22,0.26,0.02,tumor
224,250,9954.5,44899.78,0.41,4.73,0.0,0.26,0.08,0.51,tumor
225,252,9947.95,44897.45,0.66,4.4,0.04,0.42,0.17,0.14,tumor
226,255,9948.61,44909.17,0.0,3.34,0.11,0.23,0.52,0.13,tumor
227,256,9955.16,44901.34,0.11,2.53,0.14,0.43,0.0,0.45,tumor
228,259,9983.68,44888.99,0.57,0.0,0.0,0.23,0.05,0.11,stroma
229,264,10016.56,45200.03,0.0,4.34,0.0,0.43,0.15,0.24,tumor
230,265,10015.57,45221.65,0.0,3.69,0.02,0.12,0.04,0.13,tumor
231,266,10086.42,45232.12,0.0,3.24,0.11,0.23,0.04,0.1,tumor
232,267,9950.56,45033.14,0.38,1.1,0.0,0.04,0.14,0.04,tumor
233,269,9950.26,45457.34,0.0,2.47,0.05,0.3,0.25,0.13,tumor
234,270,9954.43,45496.51,0.18,3.55,0.0,0.24,0.02,0.11,tumor
235,271,10097.84,45250.08,0.04,2.51,0.0,0.13,0.0,0.08,tumor
236,273,9997.25,45221.31,0.0,3.25,0.0,0.27,0.15,0.11,tumor
237,274,9954.58,45236.86,0.28,1.74,0.62,0.43,0.2,0.11,tumor
238,275,10104.88,45219.44,0.15,2.88,0.0,0.41,0.0,0.14,tumor
239,276,10012.6,45230.75,0.0,2.21,0.09,0.29,0.14,0.08,tumor
240,277,9958.74,45261.4,0.36,2.14,0.17,0.34,0.23,0.17,tumor
241,278,10086.83,45225.87,0.35,2.7,0.0,0.28,0.23,0.07,tumor
242,279,9952.78,45307.84,0.26,1.54,0.13,0.22,0.26,0.11,tumor
243,280,9985.81,45475.24,0.16,0.89,0.0,0.35,0.15,0.17,tumor
244,281,10104.82,45213.71,0.02,1.18,0.17,0.23,0.0,0.04,tumor
245,282,10092.27,45190.79,0.0,0.5,0.29,0.09,0.0,0.08,tumor
246,283,9970.34,45234.72,0.09,0.2,0.01,0.0,0.0,0.05,tumor
247,284,9981.13,45307.09,0.09,4.58,0.0,0.23,0.63,0.18,tumor
248,285,10005.02,45208.36,0.0,2.4,0.0,0.03,0.0,0.1,tumor
249,286,9953.71,45486.52,0.13,2.53,0.0,0.19,0.01,0.16,tumor
250,287,9953.32,45316.12,0.03,1.49,0.54,0.29,0.0,0.09,tumor
251,288,9955.99,45278.79,0.28,2.55,0.02,0.1,0.16,0.07,tumor
252,289,9952.64,45249.77,0.38,2.32,0.0,0.25,0.0,0.1,tumor
253,290,9974.98,45217.49,0.08,0.32,0.23,0.35,0.25,0.01,tumor
254,291,9950.94,45290.06,0.54,2.72,0.0,0.32,0.3,0.09,tumor
255,293,10099.12,45275.08,0.2,2.77,0.0,0.34,0.17,0.04,tumor
256,295,10090.5,45277.62,0.13,2.39,0.1,0.19,0.48,0.13,tumor
257,296,9956.53,45478.15,0.18,2.31,0.0,0.17,0.41,0.12,tumor
258,297,9952.07,45274.51,0.0,2.34,0.06,0.28,0.0,0.07,tumor
259,298,10093.47,45289.19,0.21,3.41,0.12,0.21,0.01,0.17,tumor
260,299,10079.12,45249.16,0.27,2.31,0.1,0.27,0.11,0.13,tumor
261,300,10035.93,45198.33,0.0,3.58,0.0,0.5,0.11,0.14,tumor
262,301,9961.29,45315.27,0.12,2.74,0.02,0.08,0.35,0.1,tumor
263,302,10035.72,45207.56,0.44,3.91,0.34,0.2,0.43,0.25,tumor
264,303,10003.86,45083.45,0.0,0.79,0.13,0.3,0.0,0.06,tumor
265,304,9964.66,45459.77,0.27,1.55,0.0,0.31,0.1,0.2,tumor
266,305,10071.38,45240.76,0.0,3.08,0.16,0.34,0.24,0.15,tumor
267,306,10097.52,45207.88,0.72,2.13,0.0,0.27,0.0,0.12,tumor
268,307,9970.19,45292.94,0.19,2.66,0.0,0.18,0.0,0.11,tumor
269,308,9983.43,45290.98,0.26,5.02,0.03,0.19,0.13,0.17,tumor
270,309,9941.06,45316.77,0.05,5.9,0.0,0.42,0.0,0.24,tumor
271,310,10099.91,45286.35,0.0,2.87,0.1,0.41,0.0,0.1,tumor
272,311,9972.69,45458.58,0.2,0.92,0.54,0.03,0.0,0.03,tumor
273,312,9944.66,45501.37,0.0,2.76,0.2,0.2,0.0,0.1,tumor
274,313,9966.66,45501.44,0.1,3.12,0.0,0.32,0.26,0.17,tumor
275,314,9972.56,45291.48,0.13,2.88,0.11,0.26,0.0,0.12,tumor
276,316,10111.07,45257.85,0.23,2.68,0.0,0.4,0.09,0.1,tumor
277,317,9946.14,45267.2,0.0,3.13,0.06,0.36,0.0,0.05,tumor
278,318,9942.36,45297.79,0.0,2.78,0.24,0.21,0.05,0.16,tumor
279,319,10070.93,45247.69,0.14,3.06,0.0,0.23,0.1,0.22,tumor
280,321,9944.25,45271.07,0.0,2.28,0.0,0.31,0.0,0.06,tumor
281,322,10100.25,45014.97,0.14,1.93,0.02,0.11,0.0,0.04,tumor
282,325,10020.36,45214.49,0.17,3.79,0.03,0.25,0.0,0.09,tumor
283,326,10077.27,45274.72,0.09,3.06,0.15,0.48,0.0,0.16,tumor
284,327,9944.55,45504.47,0.0,2.46,0.0,0.43,0.0,0.12,tumor
285,328,9965.15,45298.66,0.42,2.58,0.0,0.18,0.0,0.19,tumor
286,330,10089.33,45257.11,0.0,2.3,0.0,0.26,0.27,0.12,tumor
287,331,10029.25,45201.59,0.0,4.1,0.0,0.36,0.0,0.11,tumor
288,332,10084.15,45252.97,0.0,2.36,0.12,0.18,0.0,0.05,tumor
289,333,9976.57,45501.84,0.35,1.14,0.09,0.3,0.17,0.06,tumor
290,334,10020.23,45224.36,0.13,3.87,0.11,0.28,0.06,0.06,tumor
291,335,10062.57,45213.63,0.06,1.03,0.05,0.3,0.08,0.14,tumor
292,336,10091.67,45255.97,0.38,2.15,0.11,0.09,0.52,0.14,tumor
293,337,9979.71,45280.49,0.0,0.48,0.28,0.25,0.0,0.09,tumor
294,338,10080.8,45224.65,0.15,3.34,0.0,0.21,0.0,0.17,tumor
295,339,9952.54,45314.01,0.0,3.26,0.06,0.33,0.25,0.15,tumor
296,340,9990.41,45302.54,0.17,0.57,5.93,0.51,0.42,0.34,tumor
297,341,9956.84,45070.6,0.0,0.14,0.1,0.0,0.0,0.02,stroma
298,342,10121.56,45017.03,0.08,0.36,0.01,0.0,0.0,0.07,stroma
299,343,9949.24,45038.35,0.0,0.74,0.12,0.22,0.0,0.1,tumor
300,345,10022.76,45190.66,0.01,1.99,0.13,0.31,0.17,0.1,tumor
301,347,10088.98,45228.38,0.04,2.08,0.0,0.28,0.0,0.1,tumor
302,348,10010.97,45086.5,0.31,1.29,0.43,0.3,0.35,0.15,tumor
303,349,10003.78,45096.37,0.33,4.9,0.04,0.57,0.09,0.14,tumor
304,350,10080.98,45210.99,0.0,2.07,0.0,0.32,0.11,0.14,tumor
305,351,9969.36,45304.31,0.0,2.85,0.01,0.18,0.0,0.13,tumor
306,352,10080.24,45245.37,0.0,2.99,0.0,0.23,0.0,0.08,tumor
307,353,9991.93,45299.06,0.4,1.85,0.02,0.16,0.0,0.1,tumor
308,354,9960.45,45275.17,0.41,2.39,0.2,0.4,0.0,0.19,tumor
309,355,9952.65,45281.63,0.57,2.28,0.22,0.23,0.06,0.08,tumor
310,356,10014.85,45105.07,0.5,0.7,0.0,0.19,0.0,0.07,stroma
311,357,9971.1,46047.26,0.37,0.65,0.73,0.13,0.0,0.04,stroma
312,359,10387.19,45603.41,0.0,1.95,0.01,0.14,0.0,0.15,tumor
313,360,9945.64,45686.09,0.0,0.62,0.42,0.15,0.59,0.0,stroma
314,362,10073.67,45852.0,0.05,0.83,0.0,0.12,0.31,0.02,stroma
315,363,9988.05,46034.27,0.22,1.38,0.93,0.11,0.13,0.01,tumor
316,364,10127.26,45634.49,0.45,1.89,0.18,0.21,0.05,0.01,tumor
317,366,10008.1,45683.19,0.23,1.63,0.2,0.23,0.0,0.12,tumor
318,368,9997.61,46000.15,0.08,2.41,3.15,0.07,0.57,0.18,tumor
319,371,10119.13,45624.54,0.22,2.61,0.0,0.41,0.0,0.08,tumor
320,372,10144.54,45653.26,0.0,2.14,0.0,0.26,0.09,0.15,tumor
321,373,9977.06,46049.3,0.0,1.07,0.19,0.12,0.06,0.05,stroma
322,374,10128.57,45619.5,0.54,2.43,0.0,0.21,0.0,0.1,tumor
323,375,10117.09,45651.31,0.14,0.75,0.82,0.07,0.0,0.05,tumor
324,377,9957.91,46030.09,0.0,0.48,0.2,0.05,0.46,0.04,stroma
325,379,10138.7,45647.85,0.31,2.46,0.21,0.07,0.62,0.07,tumor
326,381,10028.82,45675.81,0.0,0.57,0.16,0.15,0.3,0.03,stroma
327,382,10376.05,45594.32,0.11,0.66,0.13,0.06,0.0,0.05,stroma
328,383,10139.42,45659.03,0.46,2.08,0.0,0.09,0.3,0.07,tumor
